county_fips5,county_name,n_tracts,triple_vuln,mean_ri,mean_igs,triple_pct
28055,Issaquena,1,1,14.450472939303847,32.0,100.0
28053,Humphreys,3,1,20.8139022124407,37.333333333333336,33.33333333333333
28119,Quitman,3,1,21.542297330932467,30.0,33.33333333333333
28133,Sunflower,7,3,22.375158181826432,39.24285714285714,42.857142857142854
28125,Sharkey,2,1,22.880340560387253,34.5,50.0
28083,Leflore,8,5,23.973323818506906,38.9875,62.5
28011,Bolivar,9,6,25.260414977826173,39.8,66.66666666666666
28027,Coahoma,7,4,26.156855756234705,40.142857142857146,57.14285714285714
28151,Washington,19,10,26.578938824807434,37.136842105263156,52.63157894736842
